channel,band,comparison,beta,p,p_fdr,significant
F9,Gamma,ADHD vs TD,0.16062970014961622,0.283896556858116,0.9999999352048242,False
F9,Gamma,COM vs TD,-0.0019016067475369136,0.989578240541273,0.9999999352048242,False
FC1,Delta,ADHD vs TD,-2.226186392224128,0.9999985501947393,0.9999999352048242,False
FC1,Delta,COM vs TD,-2.395761998095103,0.9999983685649391,0.9999999352048242,False
FC1,Theta,ADHD vs TD,0.14459495261622207,0.2411578900557998,0.9999999352048242,False
FC1,Theta,COM vs TD,0.07414000906691093,0.5359998709697948,0.9999999352048242,False
FC1,Alpha,ADHD vs TD,0.05019754999764749,0.7529298512382744,0.9999999352048242,False
FC1,Alpha,COM vs TD,0.09389727320223296,0.5442968105854871,0.9999999352048242,False
FC1,Beta,ADHD vs TD,0.08395089279283013,0.4974032314102934,0.9999999352048242,False
FC1,Beta,COM vs TD,0.07975477370897088,0.5067682828871202,0.9999999352048242,False
FC1,Gamma,ADHD vs TD,0.13996260719833883,0.18906084506967646,0.9999999352048242,False
FC1,Gamma,COM vs TD,-0.005446673199578082,0.9580309834322227,0.9999999352048242,False
FC2,Delta,ADHD vs TD,0.09699225380853024,0.5077730610735702,0.9999999352048242,False
FC2,Delta,COM vs TD,0.10449507505678979,0.462536743842631,0.9999999352048242,False
FC2,Theta,ADHD vs TD,0.06613697219813494,0.46628425562580034,0.9999999352048242,False
FC2,Theta,COM vs TD,0.03112789101628149,0.7240400380849767,0.9999999352048242,False
FC2,Alpha,ADHD vs TD,-0.0469997834239792,0.7192247335300573,0.9999999352048242,False
FC2,Alpha,COM vs TD,0.0023244633941444286,0.9853929568326454,0.9999999352048242,False
FC2,Beta,ADHD vs TD,0.030373429532369763,0.7581751649553427,0.9999999352048242,False
FC2,Beta,COM vs TD,0.04440504194497825,0.6430156109358582,0.9999999352048242,False
FC2,Gamma,ADHD vs TD,0.047986717480004736,0.7520441511332253,0.9999999352048242,False
FC2,Gamma,COM vs TD,-0.017582626103405264,0.9051160655075108,0.9999999352048242,False
FC3,Delta,ADHD vs TD,0.04500791250591598,0.7047321850030508,0.9999999352048242,False
FC3,Delta,COM vs TD,0.010132456774646833,0.9300097056536458,0.9999999352048242,False
FC3,Theta,ADHD vs TD,0.10537333386920779,0.4413979557319959,0.9999999352048242,False
FC3,Theta,COM vs TD,0.09953299344070557,0.45396928014187365,0.9999999352048242,False
FC3,Alpha,ADHD vs TD,-0.022168638459258306,0.8915131788177353,0.9999999352048242,False
FC3,Alpha,COM vs TD,0.046994012303768554,0.76590772956897,0.9999999352048242,False
FC3,Beta,ADHD vs TD,0.0055275191581761725,0.9561666429603308,0.9999999352048242,False
FC3,Beta,COM vs TD,0.006584202269296934,0.9462451355472401,0.9999999352048242,False
FC3,Gamma,ADHD vs TD,0.03728515931770743,0.6363957026838973,0.9999999352048242,False
FC3,Gamma,COM vs TD,-0.06111775571269185,0.4249620253616576,0.9999999352048242,False
FC4,Delta,ADHD vs TD,0.04382064005675618,0.7732895385684686,0.9999999352048242,False
FC4,Delta,COM vs TD,0.03522912209485186,0.8115326764250336,0.9999999352048242,False
FC4,Theta,ADHD vs TD,0.08559000472382222,0.42140098405947235,0.9999999352048242,False
FC4,Theta,COM vs TD,0.08688754053935005,0.4006714518365232,0.9999999352048242,False
FC4,Alpha,ADHD vs TD,-0.017519474870546874,0.8872423804987015,0.9999999352048242,False
